,Unnamed: 0,name,genre_action,genre_adventure,genre_arcade,genre_board games,genre_card,genre_casual,genre_educational,genre_family,genre_fighting,genre_indie,genre_massively multiplayer,genre_platformer,genre_puzzle,genre_rpg,genre_racing,genre_shooter,genre_simulation,genre_sports,genre_strategy,tag_local multiplayer,tag_fantasy,tag_violent,tag_free to play,tag_anime,tag_online multiplayer,tag_great soundtrack,tag_split screen,tag_pixel graphics,tag_story rich,tag_vr,tag_co-op,tag_horror,tag_atmospheric,tag_early access,tag_partial controller support,tag_2d,tag_multiplayer,tag_full controller support,tag_steam cloud,tag_singleplayer,platform_3do,platform_atari,platform_commodore / amiga,platform_sega,platform_neo geo,platform_web,platform_linux,platform_android,platform_nintendo,platform_apple macintosh,platform_ios,platform_xbox,platform_playstation,platform_pc,background_image,esrb_rating.id,owners,price,total_reviews,review_score,released_month,1r,1g,1b,2r,2g,2b,3r,3g,3b,4r,4g,4b,5r,5g,5b
877,882,Yakuza 6: The Song of Life,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/e35/e355efef97722d50bec3482a2263b962.jpg,4,"200,000 .. 500,000",1999,2668,0.939655172,4,23.87290168,13.81654676,14.16846523,191.1662971,130.7117517,81.67184035,229.2852665,218.9874608,206.539185,97.79640045,54.22047244,38.17435321,112.2930403,130.6849817,136.1978022
878,883,La-Mulana,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,https://media.rawg.io/media/screenshots/d7e/d7e5045352a3b6911e65c0d71b3d6720.jpg,0,"200,000 .. 500,000",1499,2093,0.80649785,7,110.5509434,83.26037736,85.27924528,4.633259094,2.986265776,4.916109874,229.4893617,105.5957447,33.29787234,215.5675676,190,185.0405405,40.52219873,34.64270613,45.02959831
879,884,How to Survive 2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/screenshots/203/203c7ef2bd4780cb6fabee0cf940216f.jpg,0,"500,000 .. 1,000,000",1499,10254,0.697678955,9,85.8372093,62.88372093,35.72314507,105.9886364,83.95941558,47.40746753,38.21437423,21.91078067,13.26146221,64.89722508,41.71634121,24.30010277,132.8106312,110.7873754,66.57142857
880,885,Carmageddon TDR 2000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/29c/29c59b270312fed1db084d776b2b35d9.jpg,4,"50,000 .. 100,000",499,367,0.735694823,12,124.5668317,122.2722772,121.4059406,69.86363636,65.6177686,71.27066116,24.26160815,6.722536806,7.141562854,102.4722955,20.63588391,17.22559367,128.4148936,127.0053191,7.925531915
881,886,Shelter 2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/games/8a8/8a8889e3cc8dc5c983d749e9b3374ae3.jpg,0,"200,000 .. 500,000",1499,3851,0.844196313,3,192.2225064,193.8081841,191.1969309,237.0589681,240.7235872,242.0718673,95.94565217,86.86413043,82.88586957,148.3766234,141.237013,134.4383117,218.3966942,223.1974288,224.8585859
882,887,Racer 8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/c7d/c7d111f0aad385c5687735bd3ade7677.jpg,0,"200,000 .. 500,000",499,1342,0.447839046,6,16.21383648,45.08984726,58.58310872,83.92912514,116.7796235,136.7187154,23.91141732,70.16141732,114.4153543,148.8752834,196.5804989,209.1746032,156.3385827,92.4488189,58.38582677
883,888,Iron Brigade,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,https://media.rawg.io/media/screenshots/821/821382933bf3dd44a9c79a5ab04b5881.jpg,3,"200,000 .. 500,000",1499,924,0.844155844,8,61.49915398,28.79357022,27.08629442,241.5152225,150.1850117,110.941452,105.1147727,65.52897727,57.61704545,183.1500975,88.74463938,71.9454191,252.2071197,224.5533981,194.4110032
884,889,"Warhammer 40,000: Mechanicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/screenshots/5d0/5d082f153018bff7cf2806cdf4bda0e5.jpg,3,"500,000 .. 1,000,000",2999,9377,0.922149941,11,65.48591549,228.6161972,235.1619718,5.540675152,15.62755949,15.5805202,34.76775956,143.0409836,158.2322404,106.8845401,53.35616438,24.5518591,7.914556962,68.92563291,74.32911392
885,890,Zombie Night Terror,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,https://media.rawg.io/media/screenshots/515/515916e3835e45b282ab8897b48e049e.jpg,0,"200,000 .. 500,000",1299,2706,0.929785661,7,23.867713,23.90022422,23.87556054,108.8061224,136.7346939,98.7755102,3.607843137,3.609548167,3.606990622,235.3870968,235.4193548,235.3225806,53.54935622,53.54935622,53.59656652
886,891,Tooth and Tail,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,https://media.rawg.io/media/games/0fe/0fe56481cd45285bb82539dd4e66dcfb.jpg,2,"200,000 .. 500,000",1999,3635,0.799174691,9,248.4290682,235.6543811,198.6571627,34.03474903,63.17374517,110.9420849,166.0411985,145.0374532,98.62921348,113.3611987,68.2444795,32.55047319,42.03792415,30.19061876,21.65469062
887,892,ibb & obb,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,https://media.rawg.io/media/screenshots/18b/18b9ed77db141e5ec026fa4de8d3eb51.jpg,0,"500,000 .. 1,000,000",1199,5222,0.918230563,8,159.1864198,174.6617284,184.2160494,134.6312057,175.9696049,104.4863222,74.41463415,52.28658537,49.94512195,183.675253,202.6237351,208.4103036,85.6865942,166.7826087,117.3550725
888,893,Worms Clan Wars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/4b2/4b23b6af1a20c2fe6f4a353fe4f4fcc0.jpg,0,"500,000 .. 1,000,000",2499,2820,0.778723404,8,136.0933633,73.55793026,21.77390326,209.4172662,184.4640288,120.9118705,74.88605108,56.0324165,30.19941061,183.1891516,106.6773296,59.96801113,242.3157895,235.7727273,174.4090909
889,894,Death's Door,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/a3e/a3ea71c18e81d54ebaf982dadb9a8738.jpg,2,"200,000 .. 500,000",1999,8779,0.949538672,7,58.58134786,60.93124575,63.56024506,155.151671,133.2930591,113.7326478,210.10625,190.4875,164.28125,32.42212518,39.24745269,39.71761281,88.33743017,92.70837989,92.92849162
890,895,Greyfox RPG,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/1ff/1ff7063111950a769bcc56aa49b6e1ec.jpg,0,"500,000 .. 1,000,000",199,1698,0.737926973,9,0.758585859,0.738383838,0.52020202,188.0797546,181.803681,172.8425358,75.28119508,81.44288225,62.75043937,129.2703963,131.490676,126.6456876,140.0259366,180.629683,197.056196
891,896,Scanner Sombre,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/dbd/dbdd6258866ad13ecf1709fbc3db165f_6vjwQ3o.jpg,0,"100,000 .. 200,000",599,2586,0.880123743,4,81.67391304,14.07246377,3.050724638,2.432655654,2.434243964,2.389453621,185.7241379,52.5862069,9.379310345,6.552380952,19.46666667,143.4380952,28.42622951,74.73770492,36.8442623
892,897,Megabyte Punch,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,https://media.rawg.io/media/screenshots/cf2/cf2947af6c3ef3793b5c3d5c686ca785.jpg,1,"200,000 .. 500,000",1499,1046,0.890057361,8,94.1845867,66.05904288,60.01678061,219.9514321,157.4097136,101.1930262,178.9594203,225.6550725,236.1594203,150.1229868,103.7218155,76.24450952,215.50625,38.35,61.31875
893,898,GRAV,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/74c/74cee7e8901db389e699454964207719.jpg,0,"500,000 .. 1,000,000",1999,6862,0.489653162,1,174.3978235,209.9939541,221.2998791,101.3634146,125.554878,45.2804878,247.7566766,250.1869436,249.9124629,62.71230982,68.2406639,30.45781466,129.1510791,167.1384892,179.7967626
894,899,Lumino City,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,https://media.rawg.io/media/screenshots/3ee/3eeda27c87b928e34e3aed574cce1b58.jpeg,1,"200,000 .. 500,000",1299,1218,0.875205255,12,75.23478261,96.7373913,74.26434783,191.8203782,218.8855042,198.5042017,157.988345,127.4801865,80.29137529,36.91838741,28.99901672,24.60176991,178.2950558,179.1052632,147.5661882
895,900,PAC-MAN 256,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,https://media.rawg.io/media/screenshots/ccc/ccccadfc4ff9be3487dc128aa2d99f29.jpeg,2,"100,000 .. 200,000",499,1554,0.920849421,8,34.00204499,25.55214724,36.91956374,205.6314879,233.6470588,239.7889273,31.32159265,55.43491577,203.3644717,174.0192308,7.846153846,173.8293269,174.1934156,154.2139918,35.41358025
896,901,X-Morph: Defense,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/screenshots/ec5/ec53f6efc94777fe100032f8bbb12946.jpg,0,"200,000 .. 500,000",1999,2600,0.916153846,8,124.8152929,119.6285998,77.06951341,24.26489362,23.80638298,12.57446809,85.6442577,135.8151261,144.6638655,149.1384083,219.0380623,219.5951557,65.367428,72.2959285,46.29294935
897,902,Project Warlock,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/screenshots/248/248c842e6694593ec482a9621b09c565.jpg,4,"100,000 .. 200,000",1200,3380,0.878106509,10,22.03803804,10.04504505,7.093093093,220.571754,160.2494305,99.73120729,106.1583893,66.71275168,38.36912752,244.0725191,223.4160305,212.7824427,167.9078212,112.2793296,72.11452514
898,903,The Guild II Renaissance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/42e/42e99339ea2adc30900a64dfb8139e3b.jpg,0,"200,000 .. 500,000",999,3436,0.827997672,7,56.34009217,45.43133641,18.1124424,197.9882698,165.8269795,119.6158358,128.8493151,101.8767123,69.14246575,30.66136364,25.56590909,9.465909091,79.56318481,66.29218408,26.66179693
899,904,Thimbleweed Park,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,https://media.rawg.io/media/games/bcd/bcd1dad21dcaec5426c8dfa61e7b1373.jpg,3,"200,000 .. 500,000",1999,3175,0.938267717,3,21.27867699,44.68472906,83.13089374,181.6056338,209.5915493,196.0929577,45.03177258,86.45150502,129.7993311,13.50732357,24.30892144,50.0758988,80.36,150.4126316,172.7873684
900,905,Cubetractor,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/850/85053bb302b7ab558b1a6ef747da4d86.jpg,0,"200,000 .. 500,000",499,464,0.752155172,5,70.83583369,113.0304329,76.6613802,240.9449339,213.9867841,135.7863436,181.7986871,127.5404814,72.96936543,130.368932,174.9902913,175.5436893,245.458498,241.1660079,194.7786561
901,906,Neighbours back From Hell,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,https://media.rawg.io/media/games/f39/f394c09e4760251c58e9ab9f45d7718c.jpg,3,"100,000 .. 200,000",1499,2710,0.930627306,10,143.1021234,108.7168857,68.22649141,61.02026222,43.3909416,35.26221692,189.1823417,161.9309021,118.6564299,109.9106678,75.79965308,44.87337381,211.2346939,206.4489796,195.7959184
902,907,The Banner Saga 3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,https://media.rawg.io/media/games/d10/d1079ef92c414ca95e7b54ccec4d8a37.jpg,3,"100,000 .. 200,000",2499,2186,0.81747484,7,27.41474654,22.7718894,37.78341014,110.7962309,105.1236749,160.2249706,147.9175455,131.0258869,182.4237776,60.67952522,51.85608309,81.29525223,84.99833333,74.23,120.235
903,908,Airscape - The Fall of Gravity,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/a69/a69f2cb01d957a457cf887632a5387da.jpg,0,"500,000 .. 1,000,000",499,2640,0.823106061,8,126.8158954,173.6197183,197.2947686,177.7349727,178.7581967,171.7923497,99.75373134,117.4067164,129.1343284,148.5019516,165.8110851,170.3989071,171.2861538,199.1230769,213.5476923
904,909,Duelyst,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/2c1/2c1685229a455d3a0affb8cbc78e2d09.jpg,0,"500,000 .. 1,000,000",0,4797,0.824056702,8,210.0769231,223.5991903,211.0607287,66.38498099,95.05703422,100.5874525,48.16965352,51.70848268,52.43608124,177.5384615,162.1153846,92.12087912,77.54382022,157.3910112,162.4044944
905,910,Another World – 20th Anniversary Edition,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,https://media.rawg.io/media/games/78e/78e2e5d3e3fff048d3b272bd2446ae5f.jpg,3,"200,000 .. 500,000",999,1655,0.83141994,2,237.676259,206.4964029,152.0057554,94.98267898,96.76327945,127.147806,126.1218796,122.3832599,137.4537445,59.43401015,55.45431472,39.4213198,186.6462656,170.973029,151.8744813
906,911,Time Clickers,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/796/796e9bb16fad9a7676867db97759027f.jpg,0,"500,000 .. 1,000,000",0,4818,0.886467414,7,23.70028818,137.1325648,232.1195965,33.8056266,74.5831202,115.7647059,18.46889952,18.25,34.45035885,227.5266667,231.36,237.2033333,218.4407895,74.57236842,18.18421053
907,912,Regular Human Basketball,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/games/052/052ab18a578cac8d95e7ecbc8291e8ea.jpg,0,"50,000 .. 100,000",499,321,0.828660436,5,210.6602564,191.8418803,181.7628205,107.3617647,92.75588235,97.25588235,164.0222012,219.7156353,235.3878129,206.84,145.7717647,125.56,246.492,160.828,92.892
908,913,Journey to the Center of the Earth,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/4b6/4b607ca785758e5e26041b3d2f6c4752.jpg,0,"20,000 .. 50,000",999,32,0.46875,2,5.572614108,92.77178423,180.7565698,196.725641,153.85,88.5025641,34.96038251,72.43306011,123.3811475,41.82178218,35.90759076,26.6369637,88.62450593,85.38735178,73.97891963
909,914,Distance,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,https://media.rawg.io/media/screenshots/fdb/fdb08676a20b0eaa5c8410ae9648a67c.jpg,2,"200,000 .. 500,000",2499,6350,0.927874016,12,245.3516484,149.6703297,30.26373626,15.51227113,9.497078302,8.723412544,123.2765957,174.2978723,194.5957447,129.1565217,61.63478261,28.91304348,39.82820513,24.04487179,36.05384615
910,915,Abyss Odyssey,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/186/186641799044a7daa32d2845d354758a.jpg,4,"200,000 .. 500,000",1499,2417,0.625982623,7,35.24235474,24.85397554,28.20336391,4.226303318,4.209123223,4.448459716,70.17768595,77.45454545,70.02479339,134.3563636,33.82909091,42.09090909,176.4597701,147.954023,125.908046
911,916,Wizorb,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,https://media.rawg.io/media/screenshots/a95/a95a895d303408744cd4f5bf3404098c.jpeg,2,"200,000 .. 500,000",299,872,0.705275229,11,191.6826698,196.5948478,195.6311475,5.486707566,4.979550102,5.451261077,145.4250474,138.9032258,114.2352941,10.5443787,115.0236686,161.035503,118.1372213,54.16466552,29.28816467
912,917,QUAKE II Mission Pack: The Reckoning,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/732/73215f681f68d6463b78e8ffd6c99927.jpg,4,"200,000 .. 500,000",299,174,0.810344828,5,28.66055931,26.58919961,24.01542912,68.17081851,50.04359431,48.46174377,243.4516129,221.1532258,95.38709677,143.6589147,111.5193798,121.9069767,103.512772,73.35193945,74.50709555
913,918,Men of War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/2b8/2b89c58164936bbb437da81fdcf4fdc0.jpg,0,"200,000 .. 500,000",499,2723,0.891296364,2,192.8830986,214.2267606,230.1929577,129.4106667,129.9635556,62.40977778,71.1977492,76.19292605,32.68971061,178.3317972,169.9262673,108.9339478,127.8963415,177.6443089,216.5345528
914,919,One Piece Pirate Warriors 3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,https://media.rawg.io/media/screenshots/c4e/c4e663905c6ad9aa0b42fe0d26e7ce5a.jpg,0,"500,000 .. 1,000,000",3999,7975,0.804388715,3,57.91131498,90.59021407,92.40468909,177.8178082,184.7356164,207.1794521,124.2742857,140.6957143,156.8042857,156.3497823,89.60232221,61.56603774,246.7,230.74,249.326
915,920,Sonic the Hedgehog 4 - Episode II,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,https://media.rawg.io/media/screenshots/845/84595759d06a7c5ed2eab76f623454f7.jpeg,2,"100,000 .. 200,000",999,1429,0.762771169,5,203.6948925,142.9045699,164.3991935,76.9501992,61.93625498,67.03187251,229.3474747,188.6666667,75.63030303,240.7137097,201.4919355,181.7594086,139.7822581,109.8919355,103.7241935
916,921,Blade Symphony,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/4e5/4e5e71d53468bcf5d6686c46fec95d78.jpg,0,"200,000 .. 500,000",0,4750,0.659368421,5,29.33521445,38.6772009,46.09142212,103.6595745,207.6595745,10.5106383,67.82972973,87.97297297,103.3864865,124.7094017,189.0598291,214.1367521,8.595412844,13.71513761,18.2940367
917,922,Project Highrise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,https://media.rawg.io/media/screenshots/ca7/ca7b282870202c389f037ecf1ace1b86.jpg,0,"200,000 .. 500,000",1999,3597,0.840700584,9,156.0963046,146.731243,128.0179171,101.020202,87.62626263,73.74314574,193.2016393,203.157377,203.9180328,39.07943262,38.54042553,42.23687943,236.0257511,227.3719599,209.0429185
918,923,QUAKE Mission Pack 1: Scourge of Armagon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/453/4534eee85944960d1a13a759a3f3d109.jpg,0,"50,000 .. 100,000",0,423,0.938534279,1,152.9153846,123.1461538,106.0538462,69.73905724,43.53114478,33.34427609,110.992016,83.13972056,66.59081836,47.26491647,22.77326969,13.17661098,90.96347403,58.74512987,43.04464286
919,924,Anomaly Warzone Earth Mobile Campaign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/db4/db41d42fc1d0540daf1ea327e6e5100f.jpg,3,"100,000 .. 200,000",499,435,0.813793103,11,236.7008444,212.7322075,196.4137515,55.38798701,26.67126623,19.60064935,133.0989717,81.93701799,58.8470437,194.8212209,147.0494186,117.6162791,70.20547945,196.5616438,242.0273973
920,925,The Witcher Adventure Game,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,https://media.rawg.io/media/games/22c/22ce391b3096cd46eadae1a890624f39.jpg,2,"100,000 .. 200,000",999,1223,0.779231398,11,5.29567643,2.434216643,2.666666667,181.9222222,187.0444444,181.3555556,66.88315217,57.48369565,58.14945652,108.2857143,109.6428571,108.4285714,34.1556157,24.62110961,24.23274696
921,926,Mars: War Logs,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/screenshots/a05/a05f968a8be58ad12a1da6f61ce8832d.jpg,0,"200,000 .. 500,000",499,2403,0.744486059,4,129.5501618,80.27184466,47.59385113,32.22106049,19.6639283,18.91187453,175.296875,120.2059659,65.796875,229.2745098,183.9509804,149.3137255,76.77658303,46.50298686,31.77060932
922,927,Desperados III,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,https://media.rawg.io/media/games/71d/71d5c7bed835c723486f7f6e78fca9fd.jpg,4,"100,000 .. 200,000",4999,9229,0.967060353,6,16.00534283,7.953695459,4.756901158,106.6163743,65.59064327,47.62222222,225.7866667,176.4266667,124.3822222,58.21728395,36.86419753,22.54197531,163.7734242,96.58091993,65.8330494
923,928,Gothic 3: Forsaken Gods Enhanced Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/games/2f7/2f79dd7183c535d5d37bbe9b7a69cb02.jpg,0,"200,000 .. 500,000",999,875,0.502857143,3,157.5245033,11.46357616,4.222516556,218.9179687,141.3125,43.44335938,68.72143298,22.03953057,10.76652254,127.2044293,85.4241908,42.42930153,245.4094488,236.5590551,140
